"zcta5","state","puma12","stab","zipname","PUMAname","intptlon","intptlat","pop16","afact"
"20833","24","00901","MD","Olney, MD","Howard County (West)--Columbia (West) & Ellicott City (Northwest)",-77.056701,39.252245,92.821192,0.011168 
"20833","24","01001","MD","Olney, MD","Montgomery County (North & West)--Olney, Damascus, Clarksburg & Darnestown",-77.055706,39.181023,8218.54789,0.988832 
"20837","24","01001","MD","Poolesville, MD","Montgomery County (North & West)--Olney, Damascus, Clarksburg & Darnestown",-77.407548,39.139933,6218.425531,1 
"20838","24","01001","MD","Barnesville, MD","Montgomery County (North & West)--Olney, Damascus, Clarksburg & Darnestown",-77.374847,39.223361,278.212509,1 
"20839","24","01001","MD","Beallsville, MD","Montgomery County (North & West)--Olney, Damascus, Clarksburg & Darnestown",-77.416919,39.182356,229.874428,1 
"20841","24","01001","MD","Germantown, MD","Montgomery County (North & West)--Olney, Damascus, Clarksburg & Darnestown",-77.304037,39.176139,9313.136872,0.828872 
"20841","24","01002","MD","Germantown, MD","Montgomery County (West Central)--Germantown & Montgomery Village",-77.261911,39.215405,1922.78143,0.171128 
"20842","24","00301","MD","Dickerson, MD","Frederick County (Outside Greater Frederick City)",-77.396221,39.263163,378.730368,0.193768 
"20842","24","01001","MD","Dickerson, MD","Montgomery County (North & West)--Olney, Damascus, Clarksburg & Darnestown",-77.404785,39.209345,1575.821429,0.806231 
"20850","24","01001","MD","Rockville, MD","Montgomery County (North & West)--Olney, Damascus, Clarksburg & Darnestown",-77.232059,39.079621,1248.19666,0.025076 
"20850","24","01003","MD","Rockville, MD","Montgomery County (Central)--Rockville, Gaithersburg Cities & North Potomac",-77.174573,39.093747,48529.284614,0.974924 
"20851","24","01003","MD","Rockville, MD","Montgomery County (Central)--Rockville, Gaithersburg Cities & North Potomac",-77.124126,39.076995,13077.062085,0.857867 
"20851","24","01004","MD","Rockville, MD","Montgomery County (South)--Bethesda, Potomac & North Bethesda",-77.112996,39.06738,2166.620193,0.142132 
"20852","24","01003","MD","North Bethesda, MD","Montgomery County (Central)--Rockville, Gaithersburg Cities & North Potomac",-77.135154,39.064346,10308.901333,0.237755 
"20852","24","01004","MD","North Bethesda, MD","Montgomery County (South)--Bethesda, Potomac & North Bethesda",-77.114991,39.043435,33050.35701,0.762244 
"20853","24","01001","MD","Aspen Hill, MD","Montgomery County (North & West)--Olney, Damascus, Clarksburg & Darnestown",-77.08826,39.126727,3847.71122,0.120716 
"20853","24","01003","MD","Aspen Hill, MD","Montgomery County (Central)--Rockville, Gaithersburg Cities & North Potomac",-77.122339,39.095855,47.263901,0.001483 
"20853","24","01005","MD","Aspen Hill, MD","Montgomery County (East Central)--Wheaton, Aspen Hill & Glenmont",-77.094542,39.08387,27979.15526,0.877801 
"20854","24","01001","MD","Potomac, MD","Montgomery County (North & West)--Olney, Damascus, Clarksburg & Darnestown",-77.261925,39.057527,4251.602738,0.079781 
"20854","24","01003","MD","Potomac, MD","Montgomery County (Central)--Rockville, Gaithersburg Cities & North Potomac",-77.184284,39.067218,12079.149265,0.226663 
"20854","24","01004","MD","Potomac, MD","Montgomery County (South)--Bethesda, Potomac & North Bethesda",-77.190472,39.029709,36960.370645,0.693556 
"20855","24","01001","MD","Redland, MD","Montgomery County (North & West)--Olney, Damascus, Clarksburg & Darnestown",-77.130335,39.141958,5914.432712,0.38517 
"20855","24","01003","MD","Redland, MD","Montgomery County (Central)--Rockville, Gaithersburg Cities & North Potomac",-77.154104,39.131183,9440.964241,0.61483 
"20860","24","01001","MD","Ashton-Sandy Spring, MD","Montgomery County (North & West)--Olney, Damascus, Clarksburg & Darnestown",-77.030198,39.146799,2573.73425,1 
"20861","24","01001","MD","Ashton-Sandy Spring, MD","Montgomery County (North & West)--Olney, Damascus, Clarksburg & Darnestown",-77.000174,39.148368,2014.086694,1 
"20862","24","01001","MD","Brinklow, MD","Montgomery County (North & West)--Olney, Damascus, Clarksburg & Darnestown",-77.019451,39.181654,368.443593,1 
"20866","24","01006","MD","Burtonsville, MD","Montgomery County (East)--Fairland, Calverton, White Oak & Burtonsville",-76.932167,39.097564,14333.852182,1 
"20868","24","01006","MD","Burtonsville, MD","Montgomery County (East)--Fairland, Calverton, White Oak & Burtonsville",-76.970111,39.126082,848.60186,1 
"20871","24","00301","MD","Clarksburg, MD","Frederick County (Outside Greater Frederick City)",-77.297454,39.298596,353.269503,0.025055 
"20871","24","01001","MD","Clarksburg, MD","Montgomery County (North & West)--Olney, Damascus, Clarksburg & Darnestown",-77.267201,39.242247,13746.275957,0.974945 
"20872","24","01001","MD","Damascus, MD","Montgomery County (North & West)--Olney, Damascus, Clarksburg & Darnestown",-77.211782,39.274961,14076.049085,1 
"20874","24","01001","MD","Germantown, MD","Montgomery County (North & West)--Olney, Damascus, Clarksburg & Darnestown",-77.283972,39.144836,14593.803638,0.236826 
"20874","24","01002","MD","Germantown, MD","Montgomery County (West Central)--Germantown & Montgomery Village",-77.270204,39.175744,47028.655754,0.763174 
"20876","24","01001","MD","Germantown, MD","Montgomery County (North & West)--Olney, Damascus, Clarksburg & Darnestown",-77.231779,39.225904,1188.042604,0.043379 
"20876","24","01002","MD","Germantown, MD","Montgomery County (West Central)--Germantown & Montgomery Village",-77.241534,39.190729,26199.239712,0.95662 
"20877","24","01002","MD","Gaithersburg, MD","Montgomery County (West Central)--Germantown & Montgomery Village",-77.180397,39.156406,2048.46044,0.055564 
"20877","24","01003","MD","Gaithersburg, MD","Montgomery County (Central)--Rockville, Gaithersburg Cities & North Potomac",-77.187152,39.142655,34818.456582,0.944436 
"20878","24","01001","MD","Gaithersburg, MD","Montgomery County (North & West)--Olney, Damascus, Clarksburg & Darnestown",-77.271329,39.103782,6272.134509,0.093505 
"20878","24","01003","MD","Gaithersburg, MD","Montgomery County (Central)--Rockville, Gaithersburg Cities & North Potomac",-77.230921,39.116674,60806.082919,0.906495 
"20879","24","01001","MD","Gaithersburg, MD","Montgomery County (North & West)--Olney, Damascus, Clarksburg & Darnestown",-77.144189,39.167806,1513.519014,0.057841 
"20879","24","01002","MD","Gaithersburg, MD","Montgomery County (West Central)--Germantown & Montgomery Village",-77.186638,39.16781,24653.495311,0.942159 
"20880","24","01003","MD","Washington Grove, MD","Montgomery County (Central)--Rockville, Gaithersburg Cities & North Potomac",-77.174779,39.139656,483.380807,1 
"20882","24","01001","MD","Gaithersburg, MD","Montgomery County (North & West)--Olney, Damascus, Clarksburg & Darnestown",-77.170485,39.231454,14859.125992,0.983645 
"20882","24","01002","MD","Gaithersburg, MD","Montgomery County (West Central)--Germantown & Montgomery Village",-77.155218,39.190052,247.061301,0.016355 
"20886","24","01002","MD","Montgomery Village, MD","Montgomery County (West Central)--Germantown & Montgomery Village",-77.196082,39.176483,35750.844449,1 
"20895","24","01004","MD","South Kensington, MD","Montgomery County (South)--Bethesda, Potomac & North Bethesda",-77.102008,39.038298,1790.657343,0.087488 
"20895","24","01005","MD","South Kensington, MD","Montgomery County (East Central)--Wheaton, Aspen Hill & Glenmont",-77.074479,39.027723,18676.760184,0.912511 
"20896","24","01004","MD","Garrett Park, MD","Montgomery County (South)--Bethesda, Potomac & North Bethesda",-77.094164,39.036841,973.20669,1 
"20899","24","01003","MD","Gaithersburg, MD","Montgomery County (Central)--Rockville, Gaithersburg Cities & North Potomac",-77.216228,39.143736,152.533499,1 
"20901","24","01006","MD","Silver Spring, MD","Montgomery County (East)--Fairland, Calverton, White Oak & Burtonsville",-77.004226,39.036175,10826.655886,0.28936 
"20901","24","01007","MD","Silver Spring, MD","Montgomery County (Southeast)--Takoma Park City & Silver Spring",-77.009454,39.012533,26589.166896,0.710639 
"20902","24","01005","MD","Wheaton, MD","Montgomery County (East Central)--Wheaton, Aspen Hill & Glenmont",-77.051376,39.045541,38586.678514,0.735488 
"20902","24","01006","MD","Wheaton, MD","Montgomery County (East)--Fairland, Calverton, White Oak & Burtonsville",-77.020528,39.045379,5406.345776,0.103049 
"20902","24","01007","MD","Wheaton, MD","Montgomery County (Southeast)--Takoma Park City & Silver Spring",-77.045944,39.022468,8470.980089,0.161463 
"20903","24","01006","MD","Silver Spring, MD","Montgomery County (East)--Fairland, Calverton, White Oak & Burtonsville",-76.981638,39.025602,4420.248931,0.175007 
"20903","24","01007","MD","Silver Spring, MD","Montgomery County (Southeast)--Takoma Park City & Silver Spring",-76.985389,39.006849,15229.717944,0.602976 
"20903","24","01101","MD","Silver Spring, MD","Prince Georges County (Northwest)--College Park City & Langley Park",-76.981986,39.001597,5607.603794,0.222017 
"20904","24","01006","MD","Fairland, MD","Montgomery County (East)--Fairland, Calverton, White Oak & Burtonsville",-76.971103,39.065689,58316.134676,0.994208 
"20904","24","01102","MD","Fairland, MD","Prince Georges County (North)--Laurel, Greenbelt (North & East) Cities & Beltsville",-76.932014,39.069863,339.695429,0.005791 
"20905","24","01001","MD","Cloverly, MD","Montgomery County (North & West)--Olney, Damascus, Clarksburg & Darnestown",-76.992554,39.139902,814.228114,0.042008 
"20905","24","01006","MD","Cloverly, MD","Montgomery County (East)--Fairland, Calverton, White Oak & Burtonsville",-76.990814,39.10217,18568.268047,0.957991 
"20906","24","01001","MD","Aspen Hill, MD","Montgomery County (North & West)--Olney, Damascus, Clarksburg & Darnestown",-77.050587,39.120579,442.561983,0.006368 
"20906","24","01005","MD","Aspen Hill, MD","Montgomery County (East Central)--Wheaton, Aspen Hill & Glenmont",-77.065856,39.077976,58184.010589,0.837238 
"20906","24","01006","MD","Aspen Hill, MD","Montgomery County (East)--Fairland, Calverton, White Oak & Burtonsville",-77.05117,39.10257,10868.548889,0.156393 
"20910","24","01005","MD","Silver Spring, MD","Montgomery County (East Central)--Wheaton, Aspen Hill & Glenmont",-77.062378,39.02163,523.125451,0.013006 
"20910","24","01007","MD","Silver Spring, MD","Montgomery County (Southeast)--Takoma Park City & Silver Spring",-77.033328,38.998295,39699.528548,0.986994 
"20912","24","01007","MD","Takoma Park, MD","Montgomery County (Southeast)--Takoma Park City & Silver Spring",-77.002364,38.984788,22934.807999,0.863202 
"20912","24","01101","MD","Takoma Park, MD","Prince Georges County (Northwest)--College Park City & Langley Park",-76.992306,38.974025,3634.635918,0.136798 
"21001","24","00601","MD","Aberdeen, MD","Harford County (North & West)--Bel Air Town, Fallston & Jarrettsville",-76.204946,39.536319,2462.887373,0.111789 
"21001","24","00602","MD","Aberdeen, MD","Harford County (South & East)--Aberdeen & Havre de Grace Cities",-76.181003,39.506412,19568.778316,0.888211 
"21005","24","00602","MD","Aberdeen Proving Ground, MD","Harford County (South & East)--Aberdeen & Havre de Grace Cities",-76.142107,39.487719,2165.536275,1 
"21009","24","00601","MD","Bel Air South, MD","Harford County (North & West)--Bel Air Town, Fallston & Jarrettsville",-76.322638,39.482895,4379.263934,0.143486 
"21009","24","00602","MD","Bel Air South, MD","Harford County (South & East)--Aberdeen & Havre de Grace Cities",-76.300659,39.4712,26141.262938,0.856514 
"21010","24","00602","MD","Edgewood, MD","Harford County (South & East)--Aberdeen & Havre de Grace Cities",-76.296758,39.401133,106.636256,1 
"21012","24","01203","MD","Arnold, MD","Anne Arundel County (Central)--Severna Park, Arnold & Lake Shore",-76.493791,39.047935,22533.797971,1 
"21013","24","00501","MD","Baldwin, MD","Baltimore County (Outer)",-76.492197,39.500317,3268.240419,0.681887 
"21013","24","00601","MD","Baldwin, MD","Harford County (North & West)--Bel Air Town, Fallston & Jarrettsville",-76.497005,39.538195,1524.69339,0.318113 
"21014","24","00601","MD","Bel Air North, MD","Harford County (North & West)--Bel Air Town, Fallston & Jarrettsville",-76.34945,39.538401,36960.741523,1 
"21015","24","00601","MD","Bel Air South, MD","Harford County (North & West)--Bel Air Town, Fallston & Jarrettsville",-76.309297,39.533835,24365.359137,0.855923 
"21015","24","00602","MD","Bel Air South, MD","Harford County (South & East)--Aberdeen & Havre de Grace Cities",-76.317448,39.50311,4101.39446,0.144077 
"21017","24","00602","MD","Riverside, MD","Harford County (South & East)--Aberdeen & Havre de Grace Cities",-76.245053,39.474711,7241.011919,1 
"21028","24","00601","MD","Churchville, MD","Harford County (North & West)--Bel Air Town, Fallston & Jarrettsville",-76.248308,39.567335,3547.706208,1 
"21029","24","00901","MD","Clarksville, MD","Howard County (West)--Columbia (West) & Ellicott City (Northwest)",-76.938061,39.201153,12523.125865,1 
"21030","24","00501","MD","Cockeysville, MD","Baltimore County (Outer)",-76.673278,39.490482,5268.824731,0.209567 
"21030","24","00503","MD","Cockeysville, MD","Baltimore County--Pikesville (South), Lochearn, Cockeysville & Mays Chapel",-76.621897,39.473514,19872.67729,0.790433 
"21031","24","00503","MD","Cockeysville, MD","Baltimore County--Pikesville (South), Lochearn, Cockeysville & Mays Chapel",-76.654274,39.48384,4.129173,1 
"21032","24","01201","MD","Herald Harbor, MD","Anne Arundel County (Northwest)--Severn, Odenton, Crofton, Maryland City & Fort Meade",-76.627504,39.025233,1960.885455,0.209652 
"21032","24","01204","MD","Herald Harbor, MD","Anne Arundel County (Southeast)--Annapolis City, Parole, Annapolis Neck & Edgewater",-76.58644,39.049712,7392.168186,0.790348 
"21034","24","00601","MD","Darlington, MD","Harford County (North & West)--Bel Air Town, Fallston & Jarrettsville",-76.229273,39.65303,3472.855759,1 
"21035","24","01204","MD","Davidsonville, MD","Anne Arundel County (Southeast)--Annapolis City, Parole, Annapolis Neck & Edgewater",-76.631158,38.937541,8261.088856,1 
"21036","24","00901","MD","Dayton, MD","Howard County (West)--Columbia (West) & Ellicott City (Northwest)",-77.001435,39.236477,2336.000007,1 
"21037","24","01204","MD","Edgewater, MD","Anne Arundel County (Southeast)--Annapolis City, Parole, Annapolis Neck & Edgewater",-76.540482,38.921795,21794.898277,1 
"21040","24","00602","MD","Edgewood, MD","Harford County (South & East)--Aberdeen & Havre de Grace Cities",-76.302512,39.428334,25039.013177,1 
"21042","24","00901","MD","Ellicott City, MD","Howard County (West)--Columbia (West) & Ellicott City (Northwest)",-76.864551,39.275816,42074.520466,1 
"21043","24","00507","MD","Ellicott City, MD","Baltimore County--Catonsville, Woodlawn & Arbutus",-76.784833,39.272835,925.967042,0.019863 
"21043","24","00901","MD","Ellicott City, MD","Howard County (West)--Columbia (West) & Ellicott City (Northwest)",-76.811041,39.306051,2084.056771,0.044706 
"21043","24","00902","MD","Ellicott City, MD","Howard County (East)--Columbia (East), Ellicott City (Southeast) & Elkridge",-76.801062,39.251368,43607.175154,0.935431 
"21044","24","00901","MD","Columbia, MD","Howard County (West)--Columbia (West) & Ellicott City (Northwest)",-76.880326,39.213237,46083.511963,1 
"21045","24","00902","MD","Columbia, MD","Howard County (East)--Columbia (East), Ellicott City (Southeast) & Elkridge",-76.828205,39.204929,42308.783475,1 
"21046","24","00902","MD","Columbia, MD","Howard County (East)--Columbia (East), Ellicott City (Southeast) & Elkridge",-76.850438,39.170268,16663.614052,1 
"21047","24","00601","MD","Fallston, MD","Harford County (North & West)--Bel Air Town, Fallston & Jarrettsville",-76.431362,39.526715,12173.964105,1 
"21048","24","00400","MD","Finksburg, MD","Carroll County",-76.91353,39.5033,10683.262532,1 
"21050","24","00601","MD","Bel Air North, MD","Harford County (North & West)--Bel Air Town, Fallston & Jarrettsville",-76.386053,39.573983,18663.395489,1 
"21051","24","00501","MD","Fork, MD","Baltimore County (Outer)",-76.451919,39.471468,288.009816,1 
"21052","24","00501","MD","Edgemere, MD","Baltimore County (Outer)",-76.445531,39.206465,312.784854,1 
"21053","24","00501","MD","Freeland, MD","Baltimore County (Outer)",-76.71368,39.689086,3411.72918,1 
"21054","24","01201","MD","Odenton, MD","Anne Arundel County (Northwest)--Severn, Odenton, Crofton, Maryland City & Fort Meade",-76.678503,39.0443,9486.24586,0.886146 
"21054","24","01204","MD","Odenton, MD","Anne Arundel County (Southeast)--Annapolis City, Parole, Annapolis Neck & Edgewater",-76.671792,38.980809,1218.814517,0.113854 
"21056","24","01203","MD","Gibson Island, MD (PO Boxes)","Anne Arundel County (Central)--Severna Park, Arnold & Lake Shore",-76.431734,39.077027,282.240656,1 
"21057","24","00501","MD","Glen Arm, MD","Baltimore County (Outer)",-76.513058,39.456557,4118.850054,0.970331 
"21057","24","00504","MD","Glen Arm, MD","Baltimore County--Towson (East & Central), Parkville & Carney",-76.518486,39.423223,125.939776,0.029669 
"21060","24","01202","MD","Glen Burnie, MD","Anne Arundel County (North)--Glen Burnie, Pasadena, Ferndale & Brooklyn Park",-76.593686,39.161381,30891.081208,1 
"21061","24","01201","MD","Glen Burnie, MD","Anne Arundel County (Northwest)--Severn, Odenton, Crofton, Maryland City & Fort Meade",-76.643646,39.139148,7354.113266,0.129592 
"21061","24","01202","MD","Glen Burnie, MD","Anne Arundel County (North)--Glen Burnie, Pasadena, Ferndale & Brooklyn Park",-76.628494,39.174237,33151.120616,0.584177 
"21061","24","01203","MD","Glen Burnie, MD","Anne Arundel County (Central)--Severna Park, Arnold & Lake Shore",-76.623479,39.131912,16243.1083,0.28623 
"21071","24","00502","MD","Glyndon, MD (PO Boxes)","Baltimore County--Randallstown (East), Owings Mills, Milford Mill & Reisterstown",-76.811985,39.476244,513.049744,1 
"21074","24","00400","MD","Hampstead, MD","Carroll County",-76.854621,39.610529,13762.850886,0.907187 
"21074","24","00501","MD","Hampstead, MD","Baltimore County (Outer)",-76.80196,39.632513,1408.047988,0.092812 
"21075","24","00902","MD","Elkridge, MD","Howard County (East)--Columbia (East), Ellicott City (Southeast) & Elkridge",-76.758352,39.199462,29110.493937,1 
"21076","24","00902","MD","Severn, MD","Howard County (East)--Columbia (East), Ellicott City (Southeast) & Elkridge",-76.720805,39.199486,1813.328293,0.131687 
"21076","24","01201","MD","Severn, MD","Anne Arundel County (Northwest)--Severn, Odenton, Crofton, Maryland City & Fort Meade",-76.721463,39.151911,11956.644408,0.868313 
"21077","24","01201","MD","Severn, MD","Anne Arundel County (Northwest)--Severn, Odenton, Crofton, Maryland City & Fort Meade",-76.701573,39.155958,236.786168,1 
"21078","24","00601","MD","Havre de Grace, MD","Harford County (North & West)--Bel Air Town, Fallston & Jarrettsville",-76.171318,39.584788,2526.458987,0.139976 
"21078","24","00602","MD","Havre de Grace, MD","Harford County (South & East)--Aberdeen & Havre de Grace Cities",-76.112054,39.546859,15522.752681,0.860023 
"21082","24","00501","MD","Hydes, MD","Baltimore County (Outer)",-76.475216,39.47822,624.537414,0.925543 
"21082","24","00601","MD","Hydes, MD","Harford County (North & West)--Bel Air Town, Fallston & Jarrettsville",-76.415646,39.481373,50.242082,0.074457 
"21084","24","00601","MD","Jarrettsville, MD","Harford County (North & West)--Bel Air Town, Fallston & Jarrettsville",-76.468431,39.611202,7845.967601,1 
"21085","24","00501","MD","Joppatowne, MD","Baltimore County (Outer)",-76.38127,39.416661,22.710451,0.00137 
"21085","24","00601","MD","Joppatowne, MD","Harford County (North & West)--Bel Air Town, Fallston & Jarrettsville",-76.360908,39.469676,3117.059789,0.187989 
"21085","24","00602","MD","Joppatowne, MD","Harford County (South & East)--Aberdeen & Havre de Grace Cities",-76.354652,39.416784,13441.294993,0.810641 
"21087","24","00501","MD","Kingsville, MD","Baltimore County (Outer)",-76.417535,39.447641,4787.776078,0.851707 
"21087","24","00601","MD","Kingsville, MD","Harford County (North & West)--Bel Air Town, Fallston & Jarrettsville",-76.390648,39.474741,833.608424,0.148292 
"21090","24","01201","MD","Linthicum, MD","Anne Arundel County (Northwest)--Severn, Odenton, Crofton, Maryland City & Fort Meade",-76.666122,39.204332,3821.348204,0.369481 
"21090","24","01202","MD","Linthicum, MD","Anne Arundel County (North)--Glen Burnie, Pasadena, Ferndale & Brooklyn Park",-76.650816,39.210862,6521.133353,0.630519 
"21093","24","00501","MD","Mays Chapel, MD","Baltimore County (Outer)",-76.671573,39.451415,6129.757298,0.162841 
"21093","24","00503","MD","Mays Chapel, MD","Baltimore County--Pikesville (South), Lochearn, Cockeysville & Mays Chapel",-76.627745,39.437933,31512.815938,0.837159 
"21102","24","00400","MD","Manchester, MD","Carroll County",-76.878155,39.678031,10791.599842,0.913252 
"21102","24","00501","MD","Manchester, MD","Baltimore County (Outer)",-76.773641,39.677566,1025.067194,0.086748 
"21104","24","00400","MD","Eldersburg, MD","Carroll County",-76.922998,39.37681,2532.886187,0.525933 
"21104","24","00501","MD","Eldersburg, MD","Baltimore County (Outer)",-76.875054,39.379725,154.843987,0.032152 
"21104","24","00901","MD","Eldersburg, MD","Howard County (West)--Columbia (West) & Ellicott City (Northwest)",-76.917392,39.327762,2128.257338,0.441915 
"21105","24","00501","MD","Maryland Line, MD (PO Boxes)","Baltimore County (Outer)",-76.6514,39.714024,67.099061,1 
"21108","24","01201","MD","Severna Park, MD","Anne Arundel County (Northwest)--Severn, Odenton, Crofton, Maryland City & Fort Meade",-76.642179,39.078577,2820.292395,0.148519 
"21108","24","01203","MD","Severna Park, MD","Anne Arundel County (Central)--Severna Park, Arnold & Lake Shore",-76.612039,39.109835,15749.451422,0.829381 
"21108","24","01204","MD","Severna Park, MD","Anne Arundel County (Southeast)--Annapolis City, Parole, Annapolis Neck & Edgewater",-76.620208,39.068931,419.6612,0.0221 
"21111","24","00501","MD","Monkton, MD","Baltimore County (Outer)",-76.612646,39.575995,4095.107309,0.810137 
"21111","24","00601","MD","Monkton, MD","Harford County (North & West)--Bel Air Town, Fallston & Jarrettsville",-76.531884,39.592196,959.726304,0.189863 
"21113","24","01201","MD","Odenton, MD","Anne Arundel County (Northwest)--Severn, Odenton, Crofton, Maryland City & Fort Meade",-76.709046,39.076688,32208.204268,1 
